Image,Name,Price,Description,Sku,Unnamed: 5,Unnamed: 6,Category,category,image_path
image_72.avif,Thank You for Leaving,999,,187721743.0,,,Books,books,../../Books/image_72.avif
image_73.avif,How To Talk To Anyone By Leil Lowndes,999,,115654279.0,,,Books,books,../../Books/image_73.avif
image_74.avif,The Psychology of Money (Hindi) By Morgan Housel,999,,105958087.0,,,Books,books,../../Books/image_74.avif
image_75.avif,The Intelligent Investor By Benjamin Graham,999,,103347043.0,,,Books,books,../../Books/image_75.avif
image_76.avif,"Dhani Buba Garib Buba - Robert T. Kiyosaki (Nepali Translation Of Rich Dad, Poor Dad) (Bestseller)",999,,100270035.0,,,Books,books,../../Books/image_76.avif
image_77.avif,Nilo Pream by Purushottam Bajagai,999,,366323491.0,,,Books,books,../../Books/image_77.avif
image_78.avif,The Art Of War by Sun Tzu,999,,128132700.0,,,Books,books,../../Books/image_78.avif
image_79.avif,THE ART OF LOGICAL THINKING AND REASONING,999,,104596107.0,,,Books,books,../../Books/image_79.avif
image_80.avif,Tapai ko Avachetan Mann ko Shakti - Joseph Murphy (The Power Of Your Subconscious Mind Nepali translation),999,,103668828.0,,,Books,books,../../Books/image_80.avif
image_81.avif,Technical Analysis of the Financial Markets: A Comprehensive Guide to Trading Methods and Applications John J. Murphy,999,,128156310.0,,,Books,books,../../Books/image_81.avif
image_82.avif,Man's Search For Meaning By Viktor E. Frankl,999,,127844246.0,,,Books,books,../../Books/image_82.avif
image_83.avif,Read People Like a Book By Patrick King,999,,158398283.0,,,Books,books,../../Books/image_83.avif
image_84.avif,"Dhani Buwa, Garib Buwa( Rich Dad Poor Dad) By Robert Kiyosaki World Most Sales Book",999,,104834862.0,,,Books,books,../../Books/image_84.avif
image_85.avif,Sambhog Se Samadhi Ki Or By Osho ( Hindi Paperback ),999,,131287693.0,,,Books,books,../../Books/image_85.avif
image_86.avif,Ego Is the Enemy by Ryan Holiday,999,,132164181.0,,,Books,books,../../Books/image_86.avif
image_87.avif,Ikigai: The Japanese Secret To A Long And Happy Life,999,,128088149.0,,,Books,books,../../Books/image_87.avif
image_88.avif,400 Days By Chetan Bhagat,999,,292386623.0,,,Books,books,../../Books/image_88.avif
image_89.avif,Ek Sarko Maya (Nepali) by G.S. Poudel,999,,153610183.0,,,Books,books,../../Books/image_89.avif
image_90.avif,Can't Hurt Me: Master Your Mind and Defy the Odds by David Goggins,999,,128313060.0,,,Books,books,../../Books/image_90.avif
image_91.avif,B Pharma Explorer 6Th Edition,999,,118900808.0,,,Books,books,../../Books/image_91.avif
image_92.avif,$100M Offers by Alex Hormozi,999,,169559872.0,,,Books,books,../../Books/image_92.avif
image_93.avif,How To Stop Worrying And Start Living by Dale Carnegie,999,,156768951.0,,,Books,books,../../Books/image_93.avif
image_94.avif,The Millionaire Fastlane By MJ DeMarco : Crack the Code to Wealth and Live Rich for a Lifetime,999,,295775836.0,,,Books,books,../../Books/image_94.avif
image_95.avif,The Power of Your Subconscious Mind By Joseph Murphy,999,,152115001.0,,,Books,books,../../Books/image_95.avif
image_96.avif,The Subtle Art Of Not Giving A F*ck By Mark Manson,999,,128282415.0,,,Books,books,../../Books/image_96.avif
image_97.avif,The Greatest Salesman In The World - Og Mandino,999,,104782867.0,,,Books,books,../../Books/image_97.avif
image_98.avif,Darwar Bahiraki Maharani By Nagendra Naupane,999,,103348756.0,,,Books,books,../../Books/image_98.avif
image_99.avif,The Almanack Of Naval Ravikant: A Guide To Wealth And Happiness By Eric Jorgenson,999,,127849565.0,,,Books,books,../../Books/image_99.avif
image_100.avif,Book Combo (Colleen Hoover Combo)-It Start With Us + It End With Us,999,,173629500.0,,,Books,books,../../Books/image_100.avif
image_101.avif,Bichar Bigyan By Khaptadbaba,999,,106661714.0,,,Books,books,../../Books/image_101.avif
image_102.avif,The Art Of War By Sun Tzu,999,,106201277.0,,,Books,books,../../Books/image_102.avif
image_103.avif,Atomic Habits (Hindi) by James Clear,999,,125073070.0,,,Books,books,../../Books/image_103.avif
image_104.avif,Twisted Series By Ana Huang,999,,153939161.0,,,Books,books,../../Books/image_104.avif
image_105.avif,It's Not Summer Without You By Jenny Han,999,,118114177.0,,,Books,books,../../Books/image_105.avif
image_106.avif,Sochnuhos Rw Dhani Bannuhos - Napolean Hill Translation Of Think & Grow Rich,999,,103514740.0,,,Books,books,../../Books/image_106.avif
image_107.avif,Priya Sufi By Subin Bhattarai,999,,100097553.0,,,Books,books,../../Books/image_107.avif
image_108.avif,Dopamine Detox By Thibaut Meurisse : A Short Guide to Remove Distractions and Get Your Brain to Do Hard Things,999,,169229937.0,,,Books,books,../../Books/image_108.avif
image_109.avif,Surrounded by Idiots Book by Thomas Erikson,999,,128456745.0,,,Books,books,../../Books/image_109.avif
image_110.avif,Combo of Self-help books,999,,127021801.0,,,Books,books,../../Books/image_110.avif
image_111.avif,"Share Combo Set 6 Books (Share Mantra, Warren Buffet, Share, Commodities Tatha Bideshi Mudra Ko Pravidhik Bislesan, Share ko Adharbhut Bislesan, Share ma Lagani, Nepalko Share Bazar)",999,,146446499.0,,,Books,books,../../Books/image_111.avif
image_112.avif,Shirishko Phool,999,,127806580.0,,,Books,books,../../Books/image_112.avif
image_113.avif,The Diary Of A Ceo - Steven Bartlett,999,,129038879.0,,,Books,books,../../Books/image_113.avif
image_114.avif,The Monk Who Sold His Ferrari By Robin Sharma,999,,103345294.0,,,Books,books,../../Books/image_114.avif
image_115.avif,Power Of Your Subconscious Mind+ Atomic Habits+ Subtle Art + 48 Laws Of Power Combo Set,999,,158070630.0,,,Books,books,../../Books/image_115.avif
image_116.avif,We'll Always Have Summer By Jenny Han,999,,119597310.0,,,Books,books,../../Books/image_116.avif
image_117.avif,The Millionaire Fastlane By MJ Demarco,999,,125506201.0,,,Books,books,../../Books/image_117.avif
image_118.avif,"Share Market Set Of 3 (Share Mantra, Shareko Aadharbhut Bislesan, Nepalko Share Bazar by Rabindra Bhattarai)",999,,105112146.0,,,Books,books,../../Books/image_118.avif
image_119.avif,Deep Work By Cal Newport : Rules for Focused Success in a Distracted World,999,,179759784.0,,,Books,books,../../Books/image_119.avif
image_120.avif,Name : Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones Book by James Clear + Don't Believe Everything You Think: Why Your Thinking Is The Beginning & End Of Suffering Book by Joseph Nguyen Author : f Book Format : Paperback Ge,999,,141271336.0,,,Books,books,../../Books/image_120.avif
image_121.avif,The Quick & Easy Way to Effective Speaking By Dale Carnegie,999,,363441131.0,,,Books,books,../../Books/image_121.avif
image_122.avif,The Mountain Is You By Brianna Wiest : Transforming Self-Sabotage Into Self-Mastery,999,,185136304.0,,,Books,books,../../Books/image_122.avif
image_123.avif,Man's Search For Meaning By Viktor E. Frankl,999,,132004177.0,,,Books,books,../../Books/image_123.avif
image_124.avif,The Daily Stoic by Ryan Holiday,999,,128214839.0,,,Books,books,../../Books/image_124.avif
image_125.avif,How to Attract Money By Joseph Murphy,999,,112861238.0,,,Books,books,../../Books/image_125.avif
image_126.avif,Usle Diyeko Umer by Buddhisagar,999,,128301982.0,,,Books,books,../../Books/image_126.avif
image_127.avif,Bhikhari By Mahakavi Laxmi Prasad Devkota,999,,100834629.0,,,Books,books,../../Books/image_127.avif
image_128.avif,The Intelligent Investor By Benjamin Graham,999,,115648806.0,,,Books,books,../../Books/image_128.avif
image_129.avif,Pahelpur By Gs Poudel,999,,110121542.0,,,Books,books,../../Books/image_129.avif
image_130.avif,Trade Like a Stock Market Wizard: How to Achieve Super Performance in Stocks in Any Market,999,,152739606.0,,,Books,books,../../Books/image_130.avif
image_131.avif,PHARMA IDOL for Licensure Examination of Pharmacy Assistant 4th edition,999,,112767342.0,,,Books,books,../../Books/image_131.avif
image_132.avif,Dhani Buba Garib Buba - Robert T. Kiyosaki (PP),999,,101644485.0,,,Books,books,../../Books/image_132.avif
image_133.avif,The Magic By Rhonda Byrne,999,,109951575.0,,,Books,books,../../Books/image_133.avif
image_134.avif,Too Good to Be True by Prajakta Koli,999,,188514497.0,,,Books,books,../../Books/image_134.avif
image_135.avif,Saral BCA Entrance Preparation Book | Updated 2082 Edition,999,,398272166.0,,,Books,books,../../Books/image_135.avif
image_136.avif,The Secret Of Success By William Walker Atkinson,999,,129064216.0,,,Books,books,../../Books/image_136.avif
image_137.avif,Student's Objective Biology for CEE 2Nd Edition (For MBBS Entrance),999,,117480372.0,,,Books,books,../../Books/image_137.avif
image_138.avif,The Business Of The 21St Century By Robert T. Kiyosaki(Nepali Translation),999,,147863151.0,,,Books,books,../../Books/image_138.avif
image_139.avif,The Richest Man In Babylon By George S. Clason (Nepali Translation),999,,103506501.0,,,Books,books,../../Books/image_139.avif
image_140.avif,Sell Like Crazy By Sabri Suby,999,,128454473.0,,,Books,books,../../Books/image_140.avif
image_141.avif,Essentialism By Greg McKeown,999,,107554012.0,,,Books,books,../../Books/image_141.avif
image_142.avif,The Magic (Hindi Edition) By Rhonda Byrne,999,,131346420.0,,,Books,books,../../Books/image_142.avif
image_143.avif,Bichar Nai Shakti Ho : Life Changing 28 Formulas - Thought is Powerful (Nepali),999,,120968065.0,,,Books,books,../../Books/image_143.avif
image_144.avif,The Secrets Of Millionaire Mind (Nepali) By T. Harv Eker,999,,103378074.0,,,Books,books,../../Books/image_144.avif
image_145.avif,The Leader In You By Dale Carnegie,999,,125559467.0,,,Books,books,../../Books/image_145.avif
image_146.avif,The Intelligent Investor (Nepali Version) By Benjamin Graham,999,,128657478.0,,,Books,books,../../Books/image_146.avif
image_147.avif,Trading In Zone By Mark Douglas,999,,109887758.0,,,Books,books,../../Books/image_147.avif
image_148.avif,5 Books Set By Robert Greene (The Concise 48 Laws Of Power; The Concise Laws Of Human Nature; The Concise Mastery; The Concise Art Of Seduction & The Concise 33 Strategies Of War),999,,130040860.0,,,Books,books,../../Books/image_148.avif
image_149.avif,Aaithan By Bibek Ojha,999,,126355033.0,,,Books,books,../../Books/image_149.avif
image_150.avif,Phulchowki Books As A Man Thinketh By James Allen,999,,104074069.0,,,Books,books,../../Books/image_150.avif
image_151.avif,Thinking Fast And Slow By Daniel Kahneman,999,,128319965.0,,,Books,books,../../Books/image_151.avif
image_152.avif,Sakaratmak Sochko Shakti ( Nepali Translation of The Power of Positive Thinking) by Norman Vincent Peale,999,,126858687.0,,,Books,books,../../Books/image_152.avif
image_153.avif,ABC Review for MBBS Volume- I 2nd Edition,999,,112627124.0,,,Books,books,../../Books/image_153.avif
image_154.avif,Who Will Cry When You Die? Robin S. Sharma,999,,127958945.0,,,Books,books,../../Books/image_154.avif
image_155.avif,I Fell in Love with Hope,999,,121765371.0,,,Books,books,../../Books/image_155.avif
image_156.avif,The Rudest Book Ever By Shwetabhg Gangwar,999,,115701072.0,,,Books,books,../../Books/image_156.avif
image_157.avif,The Leader In You,999,,127968151.0,,,Books,books,../../Books/image_157.avif
image_158.avif,Share Bazar Ma Candlestick Patterns Ra Chart Patterns For Beginners by Bibek Sharma (Nepali),999,,239292793.0,,,Books,books,../../Books/image_158.avif
image_159.avif,"Think and grow rich, The power of your subconscious mind, The power of positive thinking & How to win friends & Influence People",999,,100986172.0,,,Books,books,../../Books/image_159.avif
image_160.avif,Influence: The Psychology Of Persuasion By Robert B. Cialdini,999,,169696743.0,,,Books,books,../../Books/image_160.avif
image_161.avif,Seto Dharti By Amar Neupane,999,,115854252.0,,,Books,books,../../Books/image_161.avif
image_162.avif,Ikigai By Hector Garcia ( Hardcover ) : The Japanese secret to a long and happy life,999,,109130628.0,,,Books,books,../../Books/image_162.avif
image_163.avif,Chamatkar - Rhonda Byrne (The Magic Nepali Translation),999,,103348817.0,,,Books,books,../../Books/image_163.avif
image_164.avif,The Power Of Your Subconscious Mind By Joshep Murphy,999,,155638371.0,,,Books,books,../../Books/image_164.avif
image_165.avif,The 80/20 Principle By Richard Koch,999,,115856166.0,,,Books,books,../../Books/image_165.avif
image_166.avif,Maharani by Chandra Prakash Baniya,999,,104430012.0,,,Books,books,../../Books/image_166.avif
image_167.avif,Muna Madan - Laxmi Prasad Devkota,999,,128507921.0,,,Books,books,../../Books/image_167.avif
image_168.avif,The Almanack Of Naval Ravikant By Eric Jorgenson,999,,113600299.0,,,Books,books,../../Books/image_168.avif
image_169.avif,"Sell Like Crazy: How to Get As Many Clients, Customers and Sales As You Can Possibly Handle by Sabri Suby",999,,132162202.0,,,Books,books,../../Books/image_169.avif
image_170.avif,Concise law Robert Greene combo (48 laws of power-Robert Greene Art of seduction-Robert Greene Mastery-Robert Greene War-Robert Greene Laws of human nature-Robert Greene),999,,292522424.0,,,Books,books,../../Books/image_170.avif
image_171.avif,Limitless By Jim Kwik,999,,115657078.0,,,Books,books,../../Books/image_171.avif
image_172.avif,How to Memorize Anything: The Ultimate Handbook to Enlighten and Improve Your Memory by Aditi Singhal & Sudhir Singhal,999,,104396081.0,,,Books,books,../../Books/image_172.avif
image_173.avif,The Way of the Superior Man By Deida David,999,,216913211.0,,,Books,books,../../Books/image_173.avif
image_174.avif,Once Upon a Broken Heart by Stephanie Garber,999,,154085273.0,,,Books,books,../../Books/image_174.avif
image_175.avif,IELTS 18 Academic Student's Book with Answers,999,,128373966.0,,,Books,books,../../Books/image_175.avif
image_176.avif,If He Had Been with Me By Laura Nowlin,999,,287818171.0,,,Books,books,../../Books/image_176.avif
image_177.avif,"How To Win Friends And Influence People, The Power Of Positive Thinking, Your Subconscious Mind, Think And Grow Rich, Stop Worrying And Start Living",999,,125579607.0,,,Books,books,../../Books/image_177.avif
image_178.avif,Phulchowki Books The 7 Habits Of Highly Effective People By Stephen R. Covey,999,,100378875.0,,,Books,books,../../Books/image_178.avif
image_179.avif,Share Mantra (share Market book) by Rabindra Bhattarai,999,,105104190.0,,,Books,books,../../Books/image_179.avif
image_180.avif,Damini Bhir - Rajan Mukarung - Madan Puraskar Winner 2069 Bs,999,,103345817.0,,,Books,books,../../Books/image_180.avif
image_181.avif,As A Man Thinketh By James Allen,999,,155632280.0,,,Books,books,../../Books/image_181.avif
image_182.avif,Think And Grow Rich By Napolean Hill,999,,127964488.0,,,Books,books,../../Books/image_182.avif
image_183.avif,The Alchemist By Paulo Coelho,999,,127358748.0,,,Books,books,../../Books/image_183.avif
image_184.avif,Aaithan (Nepali) by Bibek Ojha,999,,128107691.0,,,Books,books,../../Books/image_184.avif
image_185.avif,Rich Dad: Business School: Arthik Swatantrata Prapta Garna ka Lagi - Robert T. Kiyosaki (Nepali translation),999,,103510618.0,,,Books,books,../../Books/image_185.avif
image_186.avif,The Subtle Art Of Not Giving A F*ck By Mark Manson,999,,103355635.0,,,Books,books,../../Books/image_186.avif
image_187.avif,Bishwa Lok Katha Sangraha: Khanda 1 - Karunakar Vaidya (Ratna Pustak Bhandar) (Bestseller),999,,448119.0,,,Books,books,../../Books/image_187.avif
image_188.avif,"Rich Dad Poor Dad, The Intelligent Investor ( Bestseller Combo )",999,,129041810.0,,,Books,books,../../Books/image_188.avif
image_189.avif,The Power Of Your Subconscious Mind,999,,115085736.0,,,Books,books,../../Books/image_189.avif
image_190.avif,Guna Ratna Mala - P.Jagannath Upadhyaya Guragain,999,,103023107.0,,,Books,books,../../Books/image_190.avif
image_191.avif,Combo of 3 motivational books- Nepali(pp),999,,125945980.0,,,Books,books,../../Books/image_191.avif
image_192.avif,Everything Is Fucked By Mark Manson,999,,107926701.0,,,Books,books,../../Books/image_192.avif
image_193.avif,The 12 Week Year Book by Brian P. Moran and Michael Lennington,999,,153437174.0,,,Books,books,../../Books/image_193.avif
image_194.avif,Memory Power Book,999,,118094846.0,,,Books,books,../../Books/image_194.avif
image_195.avif,The 80/20 Principle By Richard Koch,999,,117583562.0,,,Books,books,../../Books/image_195.avif
image_196.avif,Phulchowki Books Nathiya By Saraswati Pratikshya,999,,100826174.0,,,Books,books,../../Books/image_196.avif
image_197.avif,The Intelligent Investor By Benjamin Graham,999,,151978483.0,,,Books,books,../../Books/image_197.avif
image_198.jpg,Rastriya Banijya Bank 4th Level Pre-Test 2080 ( English Mediam ),999,,127929119.0,,,Books,books,../../Books/image_198.jpg
image_199.avif,Karodau Kastoori(Kasturi) - Amar Neupane,999,,103394347.0,,,Books,books,../../Books/image_199.avif
image_200.png,Games People Play By Eric Berne,999,,187441659.0,,,Books,books,../../Books/image_200.png
image_201.avif,Estrotra Ratnawali ( Dharmik Pustak ),999,,122463621.0,,,Books,books,../../Books/image_201.avif
image_202.jpg,The Monk Who Sold His Ferrari - Robin Sharma,999,,421478.0,,,Books,books,../../Books/image_202.jpg
image_203.jpg,"The Art of Being Alone: Loneliness Was My Cage, Solitude Is My Home by Renuka Gavrani",999,,132164050.0,,,Books,books,../../Books/image_203.jpg
image_204.avif,Eklo By Buddhisagar,999,,120066162.0,,,Books,books,../../Books/image_204.avif
image_205.avif,The Game of Life and How to Play It by Florence Scovel Shinn,999,,105465019.0,,,Books,books,../../Books/image_205.avif
image_206.avif,"Hear Yourself (English, Paperback, Rawat Prem",999,,112494410.0,,,Books,books,../../Books/image_206.avif
image_207.avif,The Courage To Be Disliked By Ichiro Kishimi & Fumitake Koga,999,,120271505.0,,,Books,books,../../Books/image_207.avif
image_208.jpg,Zero To One By Blake Masters & Peter Thiel,999,,100110331.0,,,Books,books,../../Books/image_208.jpg
image_209.avif,Aina by Ramlal Joshi,999,,129153556.0,,,Books,books,../../Books/image_209.avif
image_210.avif,Atomic Habit + The Subtle Art Of Not Giving A Fck + Ikigai(Combo of 3 Books),999,,128091371.0,,,Books,books,../../Books/image_210.avif
image_211.avif,The Science Of Being Well (Paperback) By Wallace D. Wattles,999,,132119022.0,,,Books,books,../../Books/image_211.avif
image_212.avif,Forty Rules Of Love By Elif Shak,999,,128031512.0,,,Books,books,../../Books/image_212.avif
image_213.avif,Shwetbhairawi - Bishweshwar Prasad Koirala,999,,103388353.0,,,Books,books,../../Books/image_213.avif
image_214.avif,BOOK COMBO (Can we be stranger again + Warmth),999,,290520391.0,,,Books,books,../../Books/image_214.avif
image_215.avif,How To Attract Money,999,,103073295.0,,,Books,books,../../Books/image_215.avif
image_216.avif,The Power Of Your Subconscious Mind By Joseph Murphy,999,,114611627.0,,,Books,books,../../Books/image_216.avif
image_217.avif,Chhapamarko Chhoro (Madan Puraskar Winner 2063 BS) By Mahesh Bikram Shah,999,,128279864.0,,,Books,books,../../Books/image_217.avif
image_218.avif,11 Rules For Life: Secrets to Level Up by Chetan Bhagat,999,,129999739.0,,,Books,books,../../Books/image_218.avif
image_219.avif,Combo Set (Think and Grow Rich+Rich Dad Poor Dad) Nepali,999,,103982213.0,,,Books,books,../../Books/image_219.avif
image_220.avif,The Subtle Art Of Not Giving A F*ck Book By Mark Manson,999,,114621113.0,,,Books,books,../../Books/image_220.avif
image_221.avif,Mans Search For Meaning,999,,109429949.0,,,Books,books,../../Books/image_221.avif
image_222.avif,Everything Is F*cked + The Subtle Art of Not Giving a F*ck (English),999,,127799627.0,,,Books,books,../../Books/image_222.avif
image_223.avif,Muhurta Chintamani ( Nepali Baykhaya Sahit ) Dharmik Pustak,999,,176278040.0,,,Books,books,../../Books/image_223.avif
image_224.avif,The Science Of Being Great (Paperback) By Wallace Delois Wattles,999,,132109398.0,,,Books,books,../../Books/image_224.avif
